Year,District,Municipality,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2015,Ernakulam,Maradu,4,KUNNALAKADU,R K SURESHBABU,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,5,THURUTHY,K.A. DEVASSY,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,6,MARADU NORTH,BINDHU PRASANTH,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,7,KATTITHARA,MOLY JAMES,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,8,SANKAR NAGAR,SHEELA SADASIVAN,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,9,MARTINPURAM,VALSA JOHN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,10,SASTHRYNAGAR,N.V.BALAKRISHNAN,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,11,KAIRALI NAGAR,T.R.KRISHNAKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,12,SOCIETY,MINI UDAYAN,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,13,PANDAVATHU,AJITHA NANDAKUMAR,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,14,NERAVATHU,SUJATHA SISUPALAN,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,15,J B SCHOOL,RAJI THAMBY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,16,KUNDANOOR JUNCTION,SUNEELA SIBY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,17,SUB REGISTRAR OFFICE,BABY PAUL,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,18,MANGAYIL,M.P.SUNILKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,19,MANNAPARAMBU,M.V.ULLAS,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,20,AMBEDKAR NAGR,SWAMINA SUJITH,NCP,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,21,AYURVEDA HOSPITAL,JINSON PETER,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,22,VALANTHAKADU,RATHI DIVAKARAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,23,SANTHIVANOM,AJITHAKUMARI,INDEPENDENT,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,24,NETTOOR SOUTH,DIVYA ANILKUMAR,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,25,THANDASSERY,BINU JOSEPH,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,26,PERINGATTU PARAMBU,JAMEELA MUHAMMED,INL,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,27,PURAKELI,ABDUL JABBAR.P.A,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,28,SVUPS,T.H.NADEERA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Maradu,29,THEKKEPATTUPURACKAL,BOBAN NEDUMPARAMBIL,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,30,AMBALAKADAVU,V.G.SHIBU,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,31,NORTH COLONY,P.J.JOHNSON,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,32,NORTH PATTUPURACKAL,DEVOOS,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Maradu,33,THATTEKADU,DISHA PRATHAPAN,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,1,M.P.I,FEBEESH V. GEORGE,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,2,CHELLACKAPADY,SEENA JOHNSON,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,3,MANJERIKUNNU,BIJU JOHN,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,4,VADAKARA,OMANA BABY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,5,KUNKUMASSERY,VALSAMMA BABY,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,6,PAITAKULAM,JEENAMMA SIBY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,7,DEVAMATHA,GRACY GEORGE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,8,SUBSTATION,LINU MATHEW,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,9,AMBALAM,BINDU MANOJ,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,10,HIGH SCHOOL,PRINCE PAUL JOHN,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,11,MANGALATHUTHAZHAM,VASUMATHI AMMA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,12,MANGALATHUTHAZHAM SOUTH,LEELA KURIAKOSE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,13,ARJUNAN MALA,NALINI BALAKRISHNAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,14,BAPPUJI,C. N. PRABHAKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,15,TOWN,M.M ASHOKAN,NCP,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,16,U.P. SCHOOL,P. C. JOSE,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,17,CHORAKKUZHY,A. S. RAJAN,CPI,SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,18,CHAMBAMALA,C. V BABY,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,19,SREEDHAREEYAM,OMANA MANIYAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,20,THALIKKUNNU,SHEEBA RAJU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,21,VENGULAM,SARA T. S.,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,22,KIZHAKOMBU CENTRE,VIJAYA SIVAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,23,EDAYAR EAST,SUNNY KURIAKOSE,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,24,PEEDIKAPADY,THOMAS JOHN,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Koothattukulam,25,EDAYAR WEST,ROY ABRAHAM,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,1,KAKKAD WEST,SINI SIMON,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,2,KAKKAD CENTRAL,THAMPI PUTHUVAKKUNNEL,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,3,KAKKAD EAST,SASI K.R,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,4,KAKKAD SOUTH,SHAIBI RAJU,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,5,KARAKODE,SOJAN GEORGE,JD(S),General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,6,KOLLICKAL,JINCY RAJU,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,7,PIRAVOM TOWN,REEJA SHAJU,KC(J),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,8,THOTTABHAGAM NORTH,MEBIN BABY,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,9,PIRAVOM NORTH,SABU K.JACOB,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,10,PIRAVOM SOUTH,SIJI SUKUMARAN,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,11,PIRAVOM EAST,SUNITHA VIMAL,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,12,KOMBANAMALA,NEETHU DIJO,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,13,PALACHUVADE NORTH,ARUN KALLARACKAL,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,14,EDAPPALLICHIRA,AYSHA MADHAVAN,KC(J),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,15,ILLICKAMUKKADA,SINDHU JAMES,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,16,NAMAKUZHY,THOMAS T K,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,17,KALLUMADA,AJESH MANOHAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,18,MULAKKULAM,ANNAMMA DOMY,KC(J),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,19,THOTTABHAGAM SOUTH,SHIJI GOPAKUMAR,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,20,KALAMPOOR ITTIYARMALA,GILS PERIAPPURAM,KC(M),General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,21,KALAMPOOR SOUTH,ATHIRA RAJAN,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,22,KALAMPOOR WEST,MUKESH THANKAPPAN,CPI,SC,SC,OpenDataKerala GitHub
2015,Ernakulam,Piravom,23,PAZHOOR SOUTH,VALSALA VARGHESE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,24,PAZHOOR WEST,ALSA ANOOP,KC(J),Woman,Woman,OpenDataKerala GitHub
2015,Ernakulam,Piravom,25,PAZHOOR EAST,UNNI VALLAYIL,BJP,General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,26,PAZHOOR CENTRAL,BIBIN JOSE,INC,General,General,OpenDataKerala GitHub
2015,Ernakulam,Piravom,27,PAZHOOR NORTH,BENNY V.VARGHESE,CPI,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,1,THOZHIYOOR,SHAHINA M.A,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,2,PILLAKKAD,HABEEB,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,3,POOKODE EAST,RAMITHA SANTHOSH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,4,IRINGAPPURAM EAST,SHENIL T.S,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,5,MANIGRAMAM,SAVITHA SUNI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,6,CHOWALLORPADI,JALEEL PANIKKAVEETTIL,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,7,BRAHMAKULAM,SUMATHY GANGADHARAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,8,PALABAZAR,C.JOY CHERIYAN,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,9,VILAKKUPADAM,BINDU AJITHKUMAR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,10,PALUVAI,NIRMALA KERALAN,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,11,CHAKKUMKANDAM,MEENA PRAMOD,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,12,PALAYOOR,R V ABDUL MAJEED,CMP(SC),General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,13,EDAPPULLY,SUSHA C.S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,14,HIGHSCHOOL,SURESH WARRIER,JD(S),General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,15,MAMMIYOOR,C ANILKUMAR,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,16,COLLEGE,PROF. P.K SANTHAKUMARI,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,17,CHAMUNDESWARI,RETHI M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,18,GURUPAVANAPURI,SOBHA HARINARAYANAN,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,19,KARAKKAD,RETHI JANARDHANAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,20,PANCHARAMUCKU,LATHA PREMAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,21,PUTHUSSERYPADFAM,RAJAN P.S,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,22,MANIKKATHPADI,REVATHY V.S,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,23,NENMINI,PRIYA RAJENDRAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,24,THAIKKAD,A.P BABU,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,25,SUBSTATION,ABDUL RASHEED KUNNIKKAL,IUML,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,26,IRINGAPPURAM SOUTH,ABHILASH V CHANDRAN,CPI,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,27,THIRUVENKIDAM,SREEDEVI BALAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,28,MANJULAL,SHYLAJA DEVAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,29,KANDAMKULAM,P.S PRASAD,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,30,IRINGAPRAM NORTH,VIVID,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,31,CHOOLPURAM WEST,HAMSA,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,32,KOTTAPADI,MAGGIE ALBERT,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,33,POOKODE WEST,ANEESHMA M.P,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,34,KAPPIYOOR,BASHEER POOKODE,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,35,KOTTA NORTH,T.T SIVADASAN,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,36,CHOOLPURAM EAST,VARGHESE CHEERAN,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,37,KOTTA SOUTH,K.P VINOD,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,38,THAMARAYOOR,T.K VINODKUMAR,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,39,PERAKAM,PRASITHA MURALEEDHARAN,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,40,VAZHAPPULLY,ANTO THOMAS,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,41,KAVEED SOUTH,T.K SWARAJ,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,42,KARAYOOR,KARAYUR SUNITHA ARAVINDAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Guruvayur,43,KAVEED NORTH,P.K SREENA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,1,PUTHENKADAPPURAM NORTH,HARIS T.A,IUML,General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,2,GRAMAKULAM,JANARDHANAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,3,THIRUVATHRA NORTH,K.H. SALAM,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,4,KUNCHERY,SUBURA,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,5,PUNNA NORTH,SHAHIDA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,6,PUNNA SOUTH,HIMA MANOJ,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,7,ALUMPADI,BABURAJ K.S,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,8,MAMMIYOOR,SAISON,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,9,MUTHUVATTOOR,SANTHA SUBRAHMANIAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,10,OVUNGAL,RAJALAKSHMI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,11,PALAYOOR NORTH,HASEENA SALIM,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,12,PALAYOOR EAST,JOYACY V.J,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,13,PALAYOOR SOUTH,SAHINA,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,14,PALAYOOR,PETER,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,15,PALAYOOR WEST,BUSHARA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,16,CHAVAKKAD TOWN,A.H. AKBAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,17,KOZHIKKULANGARA,N.K.AKBAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,18,MANATHALA NORTH,VISWAMBARAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,19,CIVILSTATION,NAZEEM,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,20,MANATHALA,SALEEM PANANTHARAYIL,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,21,BLANGAD,MANJUSHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,22,MADEKKADAVU,MANJULA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,23,BLANGAD BEACH,KARTHIAYANI KUNJITHAPPAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,24,DWARAKA BEACH,ANANDHAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,25,PULICHIRAKKETTU WEST,P.D. SURESHBABU,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,26,PULICHIRAKKETTU EAST,A.A. MAHENDRAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,27,PARAPPILTHAZHAM,P.P. NARAYANAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,28,PUTHENKADAPPURAM SOUTH,SEENATH,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,29,KOTTAPPURAM,MANJU KRISHNAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,30,PUTHIYARA,HASEENA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,31,THIRUVATHRA,LISHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chavakkad,32,PUTHENKADAPPURAM,P.M. NAZAR,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,1,PARAPPULLY,V G UNNIKRISHNAN,BJP,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,2,KANIYATH,RESMI,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,3,J T S,INDIRA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,4,TEMPLE,BINDU,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,5,TOWNHALL,SOBHA JOSHI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,6,SOCIETY,VIPIN CHANDRAN,CPI,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,7,VAYALAR,T P PRABESH,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,8,THYVEPPU,KAVITHA A C,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,9,VIYYATHUKULAM,RAMANATHAN C K,CPI,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,10,KANAKKANKADAVU,HONEY MOL,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,11,NARAYANAMANGALAM,RAMADAS P N,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,12,NAYAKULAM,RATHEESH V B,CPI,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,13,K K T M,SUMATHY T M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,14,CHAPPARA,E C ASOKAN,CPI,SC,SC,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,15,PANDEERAMPALA,O N JAYADEVAN,BJP,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,16,POWERHOUSE,VINEETHA,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,17,PARK,REKHA,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,18,NALUKANDAM,PARVATHY,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,19,ELTHURUTHU,BAIJU,BJP,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,20,PALIYAMTHURUTHU,M S VINAYAKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,21,THIRUVANCHIKULAM,SHEELA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,22,KAKKAMADANTHURUTHU,GEETHADEVI,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,23,KOTTA,PRINCY MARTIN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,24,ANAPUZHA,V M JOHNY,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,25,KOTTAPPURAM,THANKAMANI SUBRAMANYAN,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,26,VALIYAPANIKKANTHURUTHU,P O DEVASSY,CPI,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,27,CHALAKULAM,SELMA V R,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,28,KUNNAMKULAM,JIJI,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,29,KANDANKULAM,RIJI V V,BJP,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,30,PADANNA,RATHEESH K M,CPI,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,31,METHALAPADAM,REJI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,32,ANCHAPALAM,K S KAISAB,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,33,KADUKKACHUVADU,M K SAHEER,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,34,SREENAGAR,C P RAMESAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,35,T K S PURAM,K P SOBHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,36,PERUMTHODU,SMITHA ANANDAN,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,37,PARAMBIKULAM,LAKSHMINARAYANAN,BJP,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,38,KERALEWARAPURAM,SAJEEVAN T S,BJP,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,39,KATHOLIPARAMBU,LATHA,CMP,General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,40,PADAKULAM,SANDHYA ANOOP,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,41,CHERAMAN MASJID,ASHALATHA,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,42,KARUR,SMITHA,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,43,AYIKKARAPARAMBU,K R JAITHRAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Kodungallur,44,OKAY,SHALINI VENKITESH,BJP,General,General,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,1,THANIPPARA,JOJU V J,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,2,PERIACHIRA,REENA DAVIS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,3,POTTA SCHOOL,BEENA DAVIS,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,4,ALAVI CENTER,SULEKHA SANKARAN,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,5,PANAMBILLY COLLEGE,JOY CHAMAVALAPIL CHAMAVALAPIL,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,6,SITHARA NAGAR,MOLLY PAULSON,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,7,POTTACHIRA,SARALA NEELENKATTIL,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,8,PARAKOTTIKKAL TEMPLE,V O PAILAPPAN,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,9,ST JOSEPH CHURCH,WILSON PANATTUPARAMBIL,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,10,ST JAMES HOSPITAL,SUSAMMA ANTONY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,11,KOODAPUZHA CHURCH,SASI K KOTTAI,INDEPENDENT,SC,SC,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,12,THIRUMANTHAMKUNNU TEMPLE,GIJAN MATHAYEES,CPI,General,General,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,13,GANDHI NAGAR,GANESHAN V C,CPI(M),General,General,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,14,POWER HOUSE,USHA STALIN,INDEPENDENT,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,15,ARATTUKADAVU,USHA PARAMESWARAN,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,16,VETTUKADAVU,GEO KIZHAKUMTHALA,INC,General,General,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,17,CHENATHUNADU,MARY NALAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thrissur,Chalakudy,18,GAYATHRI ASHRAMAM,GEETHA TEACHER,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
