Year,District,Block_Panchayat,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2020,Kollam,Sasthamcotta,3,PORUVAZHY,LATHA K,RSP,SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kollam,Sasthamcotta,4,IVERKALA,RAJI R,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Sasthamcotta,5,KUNNATHOOR,GEETHKUMARI P,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Sasthamcotta,6,BHARANICAVU,K SANILKUMAR,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kollam,Sasthamcotta,7,SASTHAMCOTTA,THUNDIL NOUSHAD,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Sasthamcotta,8,KADAPUZHA,V RATHEESH,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Sasthamcotta,9,VENGA,Y SHAJAHAN,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Sasthamcotta,10,KADAPPA,RAJI RAMACHANDRAN,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Sasthamcotta,11,MYNAGAPPALLY,ADV.ANSAR SHAFI,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Sasthamcotta,12,PATHARAM,S SASIKALA,RSP,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Sasthamcotta,13,SOORANADU SOUTH,P PUSHPAKUMARI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Sasthamcotta,14,SOORANADU NORTH,R SUNDARESAN,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Vettikavala,1,PUTHOOR,VINODINI,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Vettikavala,2,VENDAR,A. AJI,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Vettikavala,3,KULAKKADA,N. MOHANAN,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kollam,Vettikavala,4,KALAYAPURAM,RENJITHKUMAR S,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Vettikavala,5,KOTTATHALA,BINDU O,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kollam,Vettikavala,6,MYLOM,DIVYA CHANDRASEKHAR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Vettikavala,7,KIZHAKKETHERUVU,ANU VARGHESE,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Vettikavala,8,MELILA,S. ANIL KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Vettikavala,9,CHAKKUVARACKAL,GIRIJA RAJ,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Vettikavala,10,CHIRATTAKONAM,K.M REJI,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Vettikavala,11,VETTIKAVALA,K. HARSHAKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Vettikavala,12,VALAKAM,BENZY TEACHER,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Vettikavala,13,UMMANNOOR,SINI JOSE,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Vettikavala,14,PAVITHRESWARAM,ADV. BECHI. B. MALAYIL,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,1,PATTAZHY VADAKKEKARA,RETHY B,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,2,KUNDAYAM,SHEEJA SHANAVAS,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,3,PATHANAPURAM,PONNAMMA JAYAN,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,4,MANCODE,SULOCHANA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,5,PUNNALA,SONY C,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,6,PIRAVANTHOOR,R AROMALUNNI,KC(M),General,General,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,7,KAMUKUMCHERI,ADV KARIYARA NASEER,IUML,General,General,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,8,ELAMPAL,VIJAYAN C,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,9,KUNNICODE,C SAJEEVAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,10,THALAVOOR,ANANDAVALLY A,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,11,NADUTHERI,GAYATHRI DEVI,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,12,PIDAVOOR,M J YADHU KRISHNAN,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Pathanapuram,13,PATTAZHY,SUBHAKUMARI S,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Anchal,1,EDAMON,N KOMALAKUMAR,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Anchal,2,ARYANKAVU,LEKHA GOPALAKRISHNAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Anchal,3,THENMALA,REJIOOMMEN,KC(M),General,General,OpenDataKerala GitHub
2020,Kollam,Anchal,4,KULATHUPUZHA,REENASHAJAHAN,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Anchal,5,THINKALKARIKKOM,E K SUDHEER,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Anchal,6,ALAYAMON,MANEESH M,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kollam,Anchal,7,ANCHAL,A SAKEER HUSSAIN,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Anchal,8,EDAMULACKAL,RADHA RAJENDRAN,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Anchal,9,ARACKAL,KEERTHI PRASANTH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Anchal,10,KURUVIKKONAM,MAYAKUMARI S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Anchal,11,MATHRA,K C JOSE,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Anchal,12,VENCHEMBU,K C ASHOK KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Anchal,13,KARAVALOOR,OMANA MURALI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Anchal,14,YEROOR,SOBHA S,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kollam,Anchal,15,AYIRANALLOOR,SANDHYA BINU,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Kottarakara,1,THEVALAPPURAM,LEELAMMA M,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kollam,Kottarakara,2,NEDUVATHUR,MINI K,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Kottarakara,3,MUTTARA,K.I LETHEESH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Kottarakara,4,ODANAVATTOM,DIVYA SAJITH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Kottarakara,5,VELIYAM,SAJANI BHADRAN,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Kottarakara,6,MYLODU,GEETHA GEORGE,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Kottarakara,7,POOYAPPALLY,BINDHU B,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Kottarakara,8,KOTTARA,G THOMAS,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Kottarakara,9,NEDUMONKAVU,ABHILASH A.,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Kottarakara,10,KAREEPRA,M. THANKAPPAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Kottarakara,11,THRIPPALAZHIKAM,M SIVAPRASAD,CPI,SC,SC,OpenDataKerala GitHub
2020,Kollam,Kottarakara,12,EZHUKONE,MINI ANIL,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Kottarakara,13,IRUMPANANGADU,S H KANAKADAS,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Chittumala,1,MUNDROTHURUTH,B JAYACHANDRAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Chittumala,2,KIZHAKKE KALLADA,USHA DEVI P,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chittumala,3,CHITTUMALA,JAYADEVI MOHAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chittumala,4,MULAVANA,BETSY ROY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chittumala,5,PERAYAM,ADV ARUN ALEX,KC(M)PJJ,General,General,OpenDataKerala GitHub
2020,Kollam,Chittumala,6,KUNDARA,S SYAM,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kollam,Chittumala,7,NANTHIRIKKAL,EJEENDRALEKHA I M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chittumala,8,KERALAPURAM,DINESH B,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Chittumala,9,PERINAD,SUNIL KUMAR M,BJP,General,General,OpenDataKerala GitHub
2020,Kollam,Chittumala,10,PERUMON,BINDHU B,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kollam,Chittumala,11,PANAYAM,SHEELAKUMARI O,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chittumala,12,KANJAVELI,M ANIL KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Chittumala,13,KANJIRAMKUZHI,SHAHINA S,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chavara,1,VADAKKUMTHALA,NISHA SUNEESH,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chavara,2,THEVALAKKARA,SUMAYYA ASHRAF,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chavara,3,ARINALLOOR,SAJI ANIL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chavara,4,MUKUNDAPURAM,SOFIYA SALAM,RSP,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chavara,5,KOYIVILA,JOSE VIMALRAJ S S,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Chavara,6,THEKKUMBHAGOM,ADV. SHAJI S PALLIPPADAN,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Chavara,7,NEENDAKARA,JOY ANTONY,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Chavara,8,CHAVARA,PRIYA SHINU,RSP,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chavara,9,KOTTAMKULANGARA,JIJI R,INC,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chavara,10,SANKARAMANGALAM,C RATHEESH,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kollam,Chavara,11,KOVILTHOTTAM,SANTHOSH THUPPASSERY,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Chavara,12,VADUTHALA,M PRASANNAN UNNITHAN,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Chavara,13,PANMANA,ZEENATH A,IUML,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Mukhathala,1,PEROOR,H.HUSSAIN,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Mukhathala,2,KOTTAMKARA,K SATHEESAN,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kollam,Mukhathala,3,KERALAPURAM,FAROOK NIZAR PUTHENKADA,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Mukhathala,4,ELAMPALLOOR,SUSEELA TEACHER,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Mukhathala,5,PERUMPUZHA,SREEJA . C,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Mukhathala,6,PAZHANGALAM,JISHA ANIL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Mukhathala,7,PALLIMON,NISHA SAJAN,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Mukhathala,8,NEDUMPANA,FAIZAL KULAPPADAM,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Mukhathala,9,KUREEPPALLY,YESODHA.B,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kollam,Mukhathala,10,KANNANALLOOR,M.SAJEEV,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Mukhathala,11,KOTTIYAM,SUDHEER.S,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Mukhathala,12,PULLICHIRA,SANDHYA BIJU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Mukhathala,13,MAYYANAD,CELIA.R,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Mukhathala,14,UMAYANALLOOR,K.SHEELA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Mukhathala,15,THRIKKOVILVATTOM,SURJITH,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Ithikkara,1,ADICHANALLOOR,SREELAL M,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Ithikkara,2,EDANADU,NIRMALA VARGHESE,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Ithikkara,3,CHATHANNOOR NORTH,A DASTHAKEER,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Ithikkara,4,KALLUVATHUKKAL,ASHA S,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kollam,Ithikkara,5,VELAMANOOR,SARITHA PRATHAP,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Ithikkara,6,MEENAMBALAM,ROHINI S R,BJP,General,General,OpenDataKerala GitHub
2020,Kollam,Ithikkara,7,CHIRAKKARA,N SARMA,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Kollam,Ithikkara,8,PUTHENKULAM,SANITHA RAJEEV,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Ithikkara,9,POOTHAKKULAM,M K SREEKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Ithikkara,10,KALAKKODU,N SADANADAN PILLAI,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Ithikkara,11,NEDUNGOLAM,SAKUNTHALA C,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Ithikkara,12,CHATHANNOOR,SINI AJAYAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Ithikkara,13,KOTTIYAM,BINDHU SHIBU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,1,AMPALAMKUNNU,ADV.R. JAYANTHY DEVI,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,2,ELAMADU,G.VIKRAMAN PIILLAI,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,3,ELAVAKKODU,HARI V NAIR,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,4,ITTIVA,A. NOUSHAD,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,5,CHUNDA,G.DINESH KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,6,THUDAYANNOOR,LATHIKA VIDHYADHARAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,7,CHITHARA,K. USHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,8,CHAKKAMALA,ASEENA.S,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,9,MATHIRA,S. ARUN KUMAR,INC,General,General,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,10,KUMMIL,RADHIKA. S,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,11,KADAKKAL,SUDHIN KADAKKAL,CPI,General,General,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,12,ALTHARAMOODU,SHAJI. S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,13,NILAMEL,S. L. SUJITH,INC,SC,SC,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,14,CHADAYAMANGALAM,N.S SALEENA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Kollam,Chadayamangalam,15,OYOOR,KARINGANNOOR SUSHAMA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,1,MUKKOOR,MATHEW (BABU KOODATHIL),JD(S),General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,2,ANIKAD,LAILA ALEXANDER,KC(M)PJJ,Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,3,PUNNAVELI,SUDHI KUMAR,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,4,KOTTANGAL,BINDU CHANDRAMOHAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,5,KOTTANADU,EAPEN VARUGHESE,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,6,CHALAPPALLY,ADV.PRAKASHKUMAR CHARALEL,INC,General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,7,KEEZHVAIPUR,ANNIE RAJU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,8,MALLAPPALLY,SINDHU SUBASH KUMAR,INC,Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,9,MADUKOLI,NJANAMANI MOHANAN,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,10,KALLOOPPARA,AMBILI PRASAD,INC,Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,11,KAVIYOOR,REEMI LITTY KAIPALLIL,KC(M),Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,12,KOTTOOR,JOSEPH JOHN,CPI(M),General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Mallappally,13,KUNNAMTHANAM,C.N.MOHANAN,CPI(M),General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,1,CHATHANKERY,ARUNDHATHI ASHOK,INC,Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,2,MEPRAL,SOMAN THAMARACHALIL,INDEPENDENT,General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,3,KARACKAL,ANU C K,CPI,Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,4,PULIKEEZHU,CHANDRALEKHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,5,VENPALA,VISHAK VENPALA,INC,General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,6,KUTTOOR,RAJALAKSHMI K S,BJP,Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,7,OTHARA,JINU THOMPUMKUZHY,INC,General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,8,PARUMALA,LIJI R PANICKER,INC,Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,9,KADAPRA,ADV.VIGI NINAN,NCP,Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,10,NIRANAM,ABRAHAM( RAJU PULIMPALLIL),KC(M)PJJ,General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,11,KOMBANKERY,ANISH M B,CPI(M),SC,SC,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,12,KANNASSA,MARIAMMA ABRAHAM,JD(S),Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Pulikeezhu,13,NEDUMPROM,BINILKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,1,ERAVIPEROOR,ELSA THOMAS,KC(M)PJJ,Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,2,PURAMATTOM,SOSAMMA JOSEPH,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,3,THELLIYOOR,LALU THOMAS,INC,General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,4,EZHUMATTOOR,VALSALA K K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,5,EDACKADU,JESSY SUSAN JOSEPH (SUSAN PHILIP),CPI(M),Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,6,PLANKAMON,SAJI (UNNI PLACHERY),INC,General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,7,AYROOR,V PRASAD,CPI(M),General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,8,CHARALKKUNNU,ANISH KUMAR C S,INC,SC,SC,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,9,MARAMON,ELCY CHRISTOPHER,INC,Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,10,PULLAD,AJITHA K,INC,Woman,Woman,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,11,POOVATHOOR,ANISH KUNNAPUZHA,CPI(M),General,General,OpenDataKerala GitHub
2020,Pathanamthitta,Koipuram,12,OTHERA,GIGI JOHN MATHEW,INC,Woman,Woman,OpenDataKerala GitHub
