Year,District,Block,Grama_Panchayat,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2015,Thiruvananthapuram,,Chemmaruthy,1,VANDIPPURA,JANARDHANAKURUP R,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,2,PALAYAMKUNNU,JAYASIMHAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,3,KOVOOR,KUTTAPPAN THAMPI,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,4,SIVAPURAM,JAYALEKSHMI S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,5,MUTHANA,SUBHASH V,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,6,MAVINMOODU,THANKAPPAN S,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,7,NJEKKADU,GEETHA NALAN,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,8,CHEMMARUTHY,ARAVINDAN M,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,9,PANCHAYAT OFFICE,ARUNA S LAL,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,10,VALIYAVILA,VIJAYA S,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,11,THARATTA,SREELEKHA KURUP,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,12,THOKKADU,ALIHASSAN SALIM,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,13,PRALEYAGIRI,JESSY V,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,14,PANAYARA,BEENA B,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,15,THACHODE,AJI A,BSP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,16,SREENIVASAPURAM,RAM MOHAN S,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,17,NADAYARA,MUHAMMED IQBAL A,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,18,MUTTAPPALAM,GEETHA KUMARI V,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Chemmaruthy,19,CHAVADIMUKKU,REJANI PREMJI,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,1,KAPPIL,N RAJU,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,2,KAPPIL HS,S JAYADEVAN NAIR,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,3,AMBEDKAR,SHYLAJA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,4,PARAYIL,S MOHANAN NAIR,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,5,VENKULAM,ANITHA S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,6,POTTAKULAM,AJITHA KUMARI S,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,7,KATTUVILA,K ASOK KUMAR,INC,SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,8,KURUVILA,P CHANDRA BABU,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,9,VENKULAM LVUPS,SUNITHA S BABU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,10,CHEMBAKATHINMOODU,BAIJU,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,11,EMHS,YAHILIMA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,12,ODAYAM,SINDHU F KALAM,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,13,MANTHARA,NAVAS KHAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,14,SREEYETTU,A SATHYABHAMA,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,15,MADRASA,A RASHEEDA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,16,EDAVA PHC,SEENATH,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Edava,17,VETTAKADA,HARSHAD SABU,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,1,THONIPPARA,BINU.V,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,2,HARIHARAPURAM,KALADEVI AMMA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,3,OONNINMOODU,RENJINI.R.B,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,4,KALIYIKKAL,MINIMOL.S,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,5,ELAKAMON,ADV.V.DEVADAS,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,6,KIZHAKKEPPURAM,M.SHAIJY,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,7,VENCODE,SENCY.V,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,8,PALAYAMKUNNU,SHEELA.V,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,9,SASTHAMNADA,K.K.RAVEENDRANATH,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,10,KADAVINKARA,SOORYA.R,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,11,KALATHARA,SUMITHRA.S,INDEPENDENT,SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,12,MOOLABHAGAM,ANIL.C,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,13,AYIROOR,ADV.B.S.JOSE,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,14,KAYALPURAM,SAJEEYA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,15,VILAPPURAM,V.SUMANGALA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Elakamon,16,KEDAKULAM,ASHANINA.N,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,1,PARTHUKONAM,G VIJAYAN,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,2,KUZHIVILA,AMBILY S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,3,GURU NAGAR,V. RADHAKRISHNAN,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,4,MANAMBOOR,SURESHKUMAR S,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,5,PUTHANCODU,RENJINI R S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,6,CHATHANPARA,PRASOBHANA G,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,7,THENCHERIKKONAM,LISY V THAMPI,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,8,PALAMKONAM,JAYA R,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,9,KANNANKARA,NAJEEMA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,10,KODITHOOKKIKUNNU,OMANA C P,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,11,PERUMKULAM,A NAHAS,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,12,POOVATHUMOOLA,NAZAR T,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,13,KULAMUTTAM,SOFIYA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,14,VANKADAVU,SHEEJA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,15,KANJIRATHIL,K RATHI,BJP,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Manamboor,16,KAVALAYOOR,AMBIKA K,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,1,NJEKKADE,AJI N,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,2,MATHURAKODE,DEEPA S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,3,CHENNANKODE,PRAMEELA CHANDRAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,4,KALLAMBALAM,REHANA NAZEER,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,5,MULLARAMKODE,SREEKUMAR B,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,6,VETTIMANKONAM,DAISY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,7,THOPPUVILA,RATHEESH G,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,8,NELLIKODE,SYAM KUMAR S S,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,9,PANCHAYAT OFFICE,SANTHOSH C,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,10,OTTOOR KRISHIBHAVAN,SUBHASH R,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,11,THOPPIL,SUNITHAKUMARI S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,12,MOONGODE,SUCHITHRA B,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Ottoor,13,SREENARAYANAPURAM,AJITHA RAJAMANY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,1,AYANTHI,S.SIVAPRASAD,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,2,PALACHIRA,MOHAMMED IRFAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,3,VADASSERIKONAM,GIRIJA.R,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,4,THETTIKULAM,OMANA SIVAKUMAR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,5,NELLETTIL,N.SIVAKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,6,ACHUMAMUKKU,SHAMLA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,7,DALAVAPURAM,RAJANI.O,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,8,CHERUNNIYOOR,ARYA.G.S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,9,CHAKAKAPOYKA,LATHA SENAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,10,MUDIACODE,C.BALAKRISHNAN NAIR,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,11,THANNIMOODU,SUMESH.B,INC,SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,12,VENNICODE,M.MURALIDHARAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,13,KATTING,S.USHAKUMARI,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Cherunniyoor,14,KALLUMALAKUNNU,N.NAVAPRAKASH,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,1,TOURIST BANGLOW,BINDU.N,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,2,AKKARAVILA,V.REENA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,3,THENGARA,SUJI.S,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,4,PUTHENCHANTHA,BINDU.R,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,5,ELAPPIL,NIHAS,CPI,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,6,VETTOOR,GEETHA.P,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,7,NETHAJI,S.SUNIL,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,8,KAZHUTHUMMOODU,PRASOBHANA.K,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,9,VILABHAGOM,GOPEENDRAN.P,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,10,VALAYANTAKUZHY,N.VIJAYAKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,11,PLAVAZHIKAM,J.MEENAMBIKA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,12,RATHIKKAL,NIZA ALIYAR,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,13,PERUMAM,ADV.A.ASSIM HUSAIN,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Vettoor,14,CHOOLAPPURA,NASIMUDEEN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,1,MALAKKAL,A.BINDU,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,2,PANAPPAMKUNNU,M.VENUGOPAL,BJP,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,3,VILANGARA,SHAJUMOL.S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,4,PUTHUMANGALAM,A.DEVADAS,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,5,MULAKKALATHUKAVU,K.RAVI,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,6,AROOR,S.LISSY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,7,PULIMBALLIKONAM,J.SAJIKUMAR,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,8,MALAYAMADOM,B.S.REJI,CPI,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,9,R.R.V,BEENA.M,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,10,CHOOTTAYIL,N.LUPITHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,11,KOTTARAM,S.RAJALEKSHMI AMMAL,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,12,DEVESWARAM,BINDU.L,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,13,ALATHUKAVU,ANITHA.S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,14,PONGANADU,SINI.S.S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Kilimanoor,15,VARINJOTTUKONAM,LILLYKUTTY.K.S,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,1,THATTATHUMALA,G.L.AJEESH,CPI,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,2,PARANDAKUZHY,RATHEESH.G,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,3,CHEMPAKASSERI,K.S.SHIBU,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,4,KULAPPARA,THAHIRA BEEVI,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,5,SHEDDILKKADA,INDIRA.M,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,6,CHERUNARAKAMCODU,AJITHA KUMARI.D.S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,7,THOLIKKUZHI,S.JAFAR,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,8,ADAYAMON,PRASANNA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,9,VANDANOOR,K.RAJENDRAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,10,KANARA,SINDHU.S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,11,MAHADEVESWARAM,GOVINDANPOTTI.V,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,12,MANJAPPARA,S.JALAJA,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,13,KUNNUMMEL,LALI.P,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,14,PUTHIYAKAVU,DHARALIKA.V,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,15,PAZHAYAKUNNUMMEL,U.S.SUJITH,CPI,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,16,PAPPALA,S.SHEEJA,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pazhayakunnumel,17,MANALETHUPACHA,NISHA.A.S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,1,KALLAMBALAM,K.R.BABY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,2,PUTHUSSERIMUKKU,DEEPA.I.S,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,3,ETHUKKADU,SHEEBA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,4,KONNOORI,V.S.PRASANNA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,5,THOTTAKKADU,G.VILASINI,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,6,MUDIYOTTUKONAM,S.SURESHKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,7,KANNATTUKONAM,BABY KUMAR.D,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,8,PATTAKONAM,K.SIVADASAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,9,NJARAKKATTUVILA,SHINOD.G,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,10,VANCHIYOOR,LISSY T.M,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,11,ERAMAM,JUBILEE VINOD,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,12,PATLA,M.SUNIL KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,13,PALLIMUKKU,LAILABEEVI,SDPI,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,14,MEVARKKAL,OFOOR,SDPI,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,15,ALAMCODU.H.S,JUNAINA NAZEER,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,16,CHATHAMPARA,M.M.ILLYAS,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,17,PARAKKULAM,SUNI.P,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Karavaram,18,KARAVARAM,KOCHANIYAN.P,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,1,PANCHAYAT OFFICE WARD,K. SASI,BJP,SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,2,VEMOODU,K. DHARMASEELAN,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,3,ARUKANJIRAM,M.G.MOHANDAS,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,4,PULIYOORKONAM,A. NAVAS,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,5,CHANGAYILKONAM,GIRIJA BALACHANDRAN,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,6,KIZHAKKANELA,S.R. JALAJA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,7,MULAVANA,PREETHA.T,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,8,MADAVOOR,REJITHA.R.S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,9,THUMBODU,DEEPA. T.S,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,10,SEEMANTHAPURAM,REJANI MOL R.S,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,11,PADINJATTELA,M.SIDDIK,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,12,NJARAYILKONAM,SAJEENA.S,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,13,KAKKODE,R.RAMYA,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,14,ANAKUNNAM,SUNITHA,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Madavoor,15,TOWN WARD,LEENA.L,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,1,ARAYIL,B. UNNIKRISHNA PILLAI,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,2,PAKALKURI,PRASANNA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,3,MOOTHALA,ABUTHALIB.N,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,4,MOOLABHAGAM,MINIKUMARI. S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,5,K .K. KONAM,S. NIZAMUDEEN .,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,6,MOLYCHANTHA,PUSHPALATHA . S,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,7,PALLICKAL TOWN,SUDHIRAJ . K,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,8,OONNAMKALLU,SARIKA,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,9,KATTUPUTHUSSERI,NAZARKHAN. M,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,10,PALLICKAL,SHEEJA. G.R,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,11,CHEMMARAM,PALLICKAL NAZEER,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,12,PLACHIVILA,HASEENA. M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Pallickal,13,KOTTIYAMMUKKU,RENUKAKUMARI. G,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,1,PEROOR,SANTHOSH KUMAR M,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,2,KEEZHPEROOR,KUMARI SOBHA T.S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,3,MATHAYIL,REGHU M,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,4,KESAVAPURAM,LATHIKA KUMARI D,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,5,CHEMMARATHUMUKKU,MURALI G,BJP,SC,SC,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,6,NAGAROOR,SHIBANA A,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,7,DARSANAVATTOM,CHANDRASEKHARAN NAIR,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,8,KOTTAKKAL,REVATHY R.S,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,9,PAVOORKONAM,AJITHA UNNIKRISHNAN,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,10,THANNIKONAM,BEENA S,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,11,NEDUMPARAMBU,SUGATHAN P,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,12,THEKKINKADU,PRIYARENJINI P,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,13,NANDAIVANAM,SHEEBA G,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,14,MADAPPADU,ANOOPRAJ R,CPI(M),General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,15,ENCHAMOOLA,KOODARAM SURESH,INC,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,16,VELLALLOOR,ANILKUMAR K,CPI,General,General,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Nagaroor,17,KARIMPALODU,SAJITHA K,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Thiruvananthapuram,,Navaikulam,1,KIZHAKANELA,BINU K,INC,General,General,OpenDataKerala GitHub
