Year,District,Block,Grama_Panchayat,Ward_No,Ward_Name,Winning_Candidate,Party,Category,Reservation_Status,Source
2015,Pathanamthitta,,Kottanad,5,KANDANPEROOR,SANTHOSH KUMAR,INC,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottanad,6,KALAMPALA,RAICHAL KURUVILA,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottanad,7,VRINDAVANAM,SUDHA P T,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottanad,8,MADATHUMCHAL,MANOJ M T,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottanad,9,THEODICAL,SOOSY JACOB,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottanad,10,VELLAYIL,SUJATHA M S,INDEPENDENT,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottanad,11,CHANTHOLIL,ANILA KUMARI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottanad,12,CHALAPPALLY,VINOD K V,BJP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottanad,13,PULLOLI,LEKSHMI AJITH,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,1,MELEPADIMON,ELSY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,2,SASTHAMKOICKAL,JOSE,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,3,VAIPUR,DEEPTHI DAMODARAN,BJP,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,4,KULATHOOR,BINDHU,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,5,MALAMPARA,AJIMON,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,6,KOTTANGAL PADINJARU,VIJAYAN T. N,IUML,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,7,KOTTANGAL KIZHAKKU,ABIN BABU,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,8,CHUNKAPPARA VADAKKU,SHAHIDHA BEEVI T. I,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,9,CHUNKAPPARA THEKKU,FRANCIS,KC(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,10,KERALAPURAM,ALICE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,11,KUMBILUVELIL,MUHAMMED SALIM,IUML,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,12,OOTTUKULAM,C.R VIJAYAMMA,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kottangal,13,PERUMPARA,ANNIE RAJU,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,1,CHENGAROOR,REJI CHACKO VAKKAYIL,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,2,KANJIRATHINKAL,NJANAMANI MOHANAN,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,3,MADUKKOLI,ABY MEKKARINGATTU,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,4,THUNDIYAMKULAM,SHYLAMMA MATHEW,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,5,THURUTHICAD,MARIYAMMA VARGHESE,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,6,KUMBHAMALA,GIRI KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,7,AMBATTUBHAGOM,ANNAMMA PAUL (JOLLY REJI),CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,8,MADATHUMBHAGOM NORTH,SOSSAMMA EASO (MOLLYKUTTY SHAJI),INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,9,CHERUMATHA,SUSAN THOMAS,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,10,KALLOOR,ANILKUMAR PICHAKAPPALLIL,BJP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,11,CHACKOM BHAGOM,MANU T.T,INDEPENDENT,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,12,KADAMANKULAM,CHERIAN.J.MANNANCHERY,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,13,SASTHAMGAL,AJITHA VILKY,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kallooppara,14,PUTHUSSERRY,DAISY VARGHESE,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,1,VALLIKKAD,K K RADHAKRISHNA KURUP,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,2,VALLOKKUNNU,SETHU BAI,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,3,PALACKATHAKIDI,RADHAMANIAMMA,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,4,KARACKADU,SREELEKHA BABU,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,5,MUKKOOR,P.T SUBHASH,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,6,PULINTHANAM,SETHULEKSHMI K,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,7,NADACKAL,MATHEW(BABU KOODATHIL),JD(S),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,8,KUNNANTHANAM,RAJANI RATHEESH,NCP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,9,MUNDACKAMON,SUSAMMA VARGHESE,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,10,PALAKUZHY,T.N SANTHAMMA,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,11,KOLATHU,T.R RAJU,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,12,ANJILITHANAM,GRACY MATHEW,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,13,MYLAMON,C.N MOHANAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,14,THOTTAPADY,G SASIKUMAR,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kunnamthanam,15,MANTHANAM,SREEDEVI SATHEESH BABU,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,1,MANKUZHI,MARY SAJI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,2,MANJATHANAM,REGI SAMUEL,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,3,MALLAPPALLY TOWN,EMMANUVEL JOSEPH,KC(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,4,MUTTATHUMON,PRAKASH KUMAR V.G,BJP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,5,MURANI,RAJAMMA P.S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,6,PARACKATHANAM,PRINCY KURUVILLA,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,7,NARAKATHANI,BIJI VARGHESE,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,8,KEEZHVAIPUR SOUTH,REENA MERIN EASO (REENA YUGESH),BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,9,KIZHAKKEKKARA,JACOB THOMAS,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,10,KEEZHVAIPUR EAST,ROHINI JOSE,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,11,PUNNAMATTOM,SUMESH K.S,KC(M),SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,12,PARIYARAM,MOLLY JOY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,13,MALLAPPALLY WEST,REMYA MANOJ,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Mallappally,14,NELLIMOODU,PRAMOD B,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,1,VALANJAVATTOM,KURUVILLA (MOHAN THYKADAVIL),INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,2,SUGAR FACTORY,NIRMALA P K,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,3,ALUMTHURUTHY EAST,K.V VIJAYAKUMARI,JD(S),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,4,VALANJAVATTOM EAST,SALI MATHAI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,5,THIKKAPUZHA,VIJAYALAKSHMI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,6,UPADESIKADAVU,LIJI R PANICKER,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,7,ILLIMALA,ANIL KUMAR,KC(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,8,UZHATHIL,MARRYKUTTY JOHNSON,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,9,HOSPITAL WARD,SHIBU VARGHESE,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,10,KADAPRA,V K MADHU,INC,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,11,KADAPRA SOUTH,RAJESHWARI,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,12,KADAPRA MANNAR,SURESH P THOMAS,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,13,THEVERI,SHEEBA CHACKO,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,14,KADAPRA WEST,JOSE V CHERRY,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kadapra,15,ALUMTHURUTHY,SHANTY ABRAHAM,KC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,1,VENPALA,HARI KRISHNAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,2,KADALIMANGALAM,INDULEKHA C,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,3,KUTTOOR,SREELEKHA REGHUNATH,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,4,KUTTOOR VADAKKU,PRASAD E.M.,BJP,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,5,ELAKUTTOOR,ADV.ANOOP ABRAHAM,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,6,PADINJATTOTHARA,ANISH THOMAS,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,7,PADINJATTOTHARA KIZHAKKU,ADV.CHERIAN C.THOMAS,KC(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,8,KOTHAVIRUTHI,SUJITHA K.S,BJP,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,9,THYMARAVUMKARA,BINCY ARAMMAMOOTTIL,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,10,KUTTOOR KIZHAKKU,JAYA BIJU,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,11,KUTTOOR THEKKU,AJI KUMAR K.V,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,12,THALAYAR,RAJALAKSHMI K.S,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,13,KUTTOOR PADINJARU,PRASANNA SATHEESH,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Kuttoor,14,THENGELI,BINDU MONCY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,1,KATTUNILAM,MARIAMMA MATHAI,JD(S),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,2,VADAKKUMBHAGOM PADINJARU,SHAMEENA H,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,3,VADAKKUMBHAGOM KIZHAKKU,MATHEW M VARGHESE,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,4,KANNASSA,P C PURUSHAN,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,5,YMCA,BENJAMIN THOMAS,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,6,DUCK FARM,JOLLY VARGHESE,JD(S),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,7,KIZHAKKUMMURI,LATHA PRASAD,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,8,THOTTUMADA,RACHEL MATHEW,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,9,PANCHAYATH OFFICE,JULIE RENNY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,10,PHC,ALEX JOHN PUTHOOPPALLIL,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,11,ERATHODU,VIMALA RAMACHANDRAN,CPI,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,12,KOMBANKERY,KURUVILLA KOSHY,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Niranam,13,THOTTADI,BALAKRISHNAN P N,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,1,AMICHAKARI,RACHEL BABY,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,2,NEDUMPURAM,RINSON THOMAS,BJP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,3,PUTHIYAKAVU,AJITHA,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,4,VAYIKKATHILLAM,RAJAPPAN K K,BJP,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,5,CHOONTHARA,CHANDRALEKHA,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,6,PODIYADI,RAJASREE R,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,7,MANIPPUZHA,SREEDEVI SATHEESHKUMAR,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,8,MALAYITHRA,C. G. KUNJUMON,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,9,KALLUMKAL,SUSAN GEORGE,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,10,MURINJACHIRA,CHACKO CHERIAN,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,11,PULIKKEEZHU,K G SUNILKUMAR,BJP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,12,OTTATHENGU,SANDHYAMOL,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Nedumpuram,13,JALAMELA,P G NANDAKUMAR,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,1,MEPRAL PADINJARU,MINIMOL JOSE,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,2,MEPRAL,RAJAN VARGHESE,KC(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,3,MEPRAL KIZHAKKU,RACHEL THOMAS,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,4,ALUMTHURUTHY,SANTHAMMA R NAIR,JD(S),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,5,IDINIJILLAM,SHAINY CHERIAN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,6,PERUMTHURUTHY,CHRISTOPHER PHILIP,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,7,CHALAKKUZHY,ALEYAMMA THOMAS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,8,KUZHIVELIPURAM,JAYAKUMARI,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,9,KARACKAL,BEENA,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,10,PERINGARA KIZHAKKU,ASHA DEVI,BJP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,11,PERINGARA,PRAKASH P G,BJP,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,12,KARACKAL THEKKU,SHIBU N M,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,13,PERINGARA PADINJARU,VILASINI SHAJI,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,14,CHATHENKARY,P B SANDEEP KUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Peringara,15,CHATHENKARY VADAKKU,ANNIE ABRAHAM,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,1,ITTIYAPARA,VARUGESE PHILIP MONAI,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,2,KADAYAR,ANANDAKUTTAN,BJP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,3,VELLIYARA,JAYAKUMARI B,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,4,PANNIKUNNU,THOMAS THAMPY,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,5,PODIPARA,T.T.THOMASKUTTY,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,6,PLANKAMON,SALY THOMAS,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,7,PEROORCHAL,SULEKHA CHANDRASEKHARAN,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,8,EDAPPAVOOR,AMBILI PRABHAKARAN NAIR,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,9,KAITHAKODY,K.K.GOPINADHAN NAIR,BJP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,10,KOTTATHOOR,GOPIKA HARIKUMAR,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,11,NJUZHOOR,SURAJ.M.G,KC(M),SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,12,AYROOR,VALSAMMA THOMAS,KC(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,13,CHERUKOLPUZHA,PREETHA.B.NAIR,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,14,PUTHEZHUM,ANITHA KURUP,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,15,KANJEETUKARA,PRADEEP AYROOR,BJP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Ayroor,16,THADIYOOR,SURESH KUZHIVELIL,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,1,ERAVIPEROOR PADINJARU,PRAKASINI RAMESH,INC,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,2,ERAVIPEROOR,GEETHA ANILKUMAR,CPI(M),SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,3,ERAVIPEROOR KIZHAKKU,JOHN VARGHESE,JD(U),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,4,ERAVIPEROOR THEKKU,VIJAYAN BABU P S,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,5,THOTTAPPUZHA,SASIDHARAN PILLAI K B,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,6,THEVARCAD,SALLY JACOB,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,7,OTHARA EAST,SOSAMMA V T (SALLY),INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,8,OTHERA,BINDU K NAIR,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,9,OTHERA THEKKU,PRAJITHA L,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,10,OTHERA PADINJARU,JAYAPAL A T,CPI,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,11,KOZHIMALA,MERCYMOL K S,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,12,NANNUR KIZHAKKU,LEELAMMA MATHEW,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,13,NANNUR THEKKU,ANASOOYA DEVI M T,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,14,NANNUR PADINJARU,PRASANNAKUMAR,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,15,VALLAMKULAM PADINJARU,OMANAKUTTAN V K,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,16,VALLAMKULAM THEKKU,ADV. RAJEEV N,CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Eraviperoor,17,NELLAD,JOHN VARGHESE (V V REJI),CPI(M),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,1,KUMBANADU VADAKKU,LILLYKUTTY,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,2,IYRAKKAVU,ROY EAPEN,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,3,KANJIRAPPARA,JOBY VARUGHESE,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,4,KURAVANKUZHY,RENY RAJU KUZHIKALA,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,5,PULLAD KIZHAKKU,SREEKUMARY,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,6,PULLAD VADAKKU,P.G ANILKUMAR,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,7,PULLAD,GEORGE,KC(S),General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,8,VARAYANNOOR,SREELEKHA VIJAYAKUMAR,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,9,POOVATHOOR,SUMA K,INDEPENDENT,SC Woman,SC Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,10,KADAPRA,ADV.JESSY SAJAN,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,11,NELLICKAL,BINI SHAJI,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,12,KOIPURAM,K.R PRASANNAKUMAR,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,13,THATTAKKADU,JOHN CHANDY,CPI,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,14,THATTAKKADU KIZHAKKU,JOLLY MATHEW,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,15,MUTTUMON,MONCY KIZHAKKEDATHU,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,16,KUMBANADU KIZHAKKU,VARUGHESE EAPEN,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Koipuram,17,NELLIMALA,GOPIKUTTAN,CPI(M),SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,1,KALLIPPARA,SHERIN,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,2,CHARALKUNNU,ANEESH KUMAR C S,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,3,MARAMKOLLI,MANJU VARGHESE,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,4,PONMALA,AJITHA KUMARI N K,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,5,KURIANNOOR,BIJU J GEORGE,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,6,KATTEPPURAM,ELSY,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,7,NEDUMPRAYAR,MANJU LAKSHMI,INC,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,8,MARAMON,GOPALAKRISHNAN,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,9,THOTTAPPUZHASSERY,PRAKASH,BJP,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,10,VELLANGOOR,USHA KUMARI,BJP,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,11,CHALAIKKARA,JOY PORONE,CPI,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,12,CHIRAYIRAMPU,LATHA CHANDRAN,INC,SC,SC,OpenDataKerala GitHub
2015,Pathanamthitta,,Thottappuzhassery,13,THONIPPUZHA,SARAMMA,CPI,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ezhumattoor,1,KOTTANKUDY,ANIL KUMAR G,INC,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Ezhumattoor,2,MALEKEEZHU,SHEEJA M,CPI(M),Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ezhumattoor,3,METHANAM,ANNAMMA,INDEPENDENT,Woman,Woman,OpenDataKerala GitHub
2015,Pathanamthitta,,Ezhumattoor,4,EZHUMATTOOR,SANTHOSH E R,INDEPENDENT,General,General,OpenDataKerala GitHub
2015,Pathanamthitta,,Ezhumattoor,5,IRUMBUKUZHY,SURESH A K,CPI,SC,SC,OpenDataKerala GitHub
